NRO_BOLETO,VALOR,ORIGEN_DESTINO,FECHA_SALIDA_SERVICIO,HORA_SALIDA_SERVICIO,FECHA_COMPRA,LINEA,TIPO_ASIENTO,CANAL_VENTA,SUBCANAL_VENTA
503092,5000,tmco-pcon,20231016,0930,20231016,2,Semi Cama,Internet,App Movil
503093,4500,tmco-pcon,20231016,0930,20231015,2,Clas.Cort.,Internet,Boleteria
503094,4000,tmco-pcon,20231016,0930,20230926,1,Semi Cama,Internet,App Movil
503095,4500,tmco-pcon,20231016,0930,20231010,3,Semi Cama,Internet,Boleteria
503096,4500,tmco-pcon,20231016,0930,20231005,3,Salon Cama,Internet,Sitio Web
503097,5000,tmco-pcon,20231016,0930,20231004,3,Semi Cama,Internet,Sitio Web
503098,5500,tmco-pcon,20231016,0930,20231001,2,Clas.Cort.,Presencial,Sitio Web
503099,4500,tmco-pcon,20231016,0930,20231009,2,Salon Cama,Internet,Sitio Web
503100,5500,tmco-pcon,20231016,0930,20230928,3,Semi Cama,Internet,App Movil
503101,4000,tmco-pcon,20231016,0930,20231015,1,Clas.Cort.,Presencial,Boleteria
503102,5500,tmco-pcon,20231016,1300,20231016,3,Salon Cama,Presencial,App Movil
503103,4000,tmco-pcon,20231016,1300,20231015,2,Salon Cama,Presencial,App Movil
503104,5000,tmco-pcon,20231016,1300,20231014,2,Semi Cama,Presencial,Sitio Web
503105,4500,tmco-pcon,20231016,1300,20231013,3,Clas.Cort.,Presencial,App Movil
503106,5500,tmco-pcon,20231016,1300,20231016,3,Salon Cama,Presencial,Sitio Web
503107,5500,tmco-pcon,20231016,1300,20231015,2,Semi Cama,Internet,Boleteria
503108,5000,tmco-pcon,20231016,1300,20231016,2,Semi Cama,Internet,Sitio Web
503109,4500,tmco-pcon,20231016,1300,20231014,2,Semi Cama,Internet,Boleteria
503110,5000,tmco-pcon,20231016,1300,20231016,2,Semi Cama,Presencial,App Movil
503111,5500,tmco-pcon,20231016,1300,20231015,3,Salon Cama,Presencial,Sitio Web
503112,4500,tmco-pcon,20231016,1300,20231007,2,Clas.Cort.,Internet,Boleteria
503113,4500,tmco-pcon,20231016,1300,20231012,2,Clas.Cort.,Presencial,App Movil
503114,4000,tmco-pcon,20231016,1300,20231016,1,Clas.Cort.,Presencial,Boleteria
503115,4000,tmco-pcon,20231016,1300,20231009,3,Salon Cama,Presencial,Boleteria
503116,5500,tmco-pcon,20231016,1300,20231015,3,Semi Cama,Internet,Sitio Web
503117,4500,tmco-pcon,20231016,1730,20231008,3,Clas.Cort.,Internet,App Movil
503118,5500,tmco-pcon,20231016,1730,20231006,3,Salon Cama,Internet,App Movil
503119,5000,tmco-pcon,20231016,1730,20231009,3,Clas.Cort.,Presencial,Boleteria
503120,5500,tmco-pcon,20231016,1730,20231015,1,Salon Cama,Internet,Sitio Web
503121,4500,tmco-pcon,20231016,1730,20231012,2,Salon Cama,Presencial,App Movil
503122,4500,tmco-pcon,20231016,1730,20231011,3,Semi Cama,Presencial,Boleteria
503123,5000,tmco-pcon,20231016,1730,20231016,2,Semi Cama,Presencial,Boleteria
503124,4500,tmco-pcon,20231016,1730,20231016,2,Clas.Cort.,Internet,Sitio Web
503125,4000,tmco-pcon,20231016,1730,20231015,1,Semi Cama,Internet,Sitio Web
503126,4000,tmco-pcon,20231016,1730,20231014,3,Salon Cama,Presencial,Boleteria
503127,4500,tmco-pcon,20231016,1730,20231004,2,Clas.Cort.,Presencial,Sitio Web
503128,4000,tmco-pcon,20231016,1730,20231001,2,Clas.Cort.,Presencial,App Movil
503129,5000,tmco-pcon,20231016,1730,20231012,2,Semi Cama,Internet,Sitio Web
503130,4000,tmco-pcon,20231016,1730,20231013,3,Clas.Cort.,Presencial,Boleteria
503131,5000,tmco-pcon,20231016,1730,20231014,3,Salon Cama,Internet,Boleteria
503132,4500,tmco-pcon,20231016,1730,20230925,3,Clas.Cort.,Presencial,Boleteria
503133,4000,tmco-pcon,20231016,1730,20231016,2,Clas.Cort.,Presencial,Sitio Web
503134,4000,tmco-pcon,20231016,1730,20231016,1,Semi Cama,Presencial,App Movil
503135,5500,tmco-pcon,20231016,1730,20231010,1,Clas.Cort.,Internet,Boleteria
503136,5000,tmco-pcon,20231016,1730,20231016,2,Clas.Cort.,Presencial,Boleteria
503137,5000,tmco-pcon,20231016,1900,20231007,2,Semi Cama,Internet,Boleteria
503138,5000,tmco-pcon,20231016,1900,20231007,1,Semi Cama,Internet,Boleteria
503139,5000,tmco-pcon,20231016,1900,20230924,3,Salon Cama,Internet,App Movil
503140,4000,tmco-pcon,20231016,1900,20231008,2,Clas.Cort.,Internet,App Movil
503141,5500,tmco-pcon,20231016,1900,20231014,2,Semi Cama,Internet,App Movil
503142,5500,tmco-pcon,20231016,1900,20231013,3,Clas.Cort.,Internet,App Movil
503143,5200,pcon-tmco,20231016,0630,20231016,3,Clas.Cort.,Presencial,App Movil
503144,3700,pcon-tmco,20231016,0630,20231016,3,Salon Cama,Internet,Sitio Web
503145,3700,pcon-tmco,20231016,0630,20231013,1,Semi Cama,Presencial,Sitio Web
503146,4200,pcon-tmco,20231016,0630,20231012,1,Clas.Cort.,Presencial,Boleteria
503147,4700,pcon-tmco,20231016,0630,20231013,2,Clas.Cort.,Presencial,Boleteria
503148,4200,pcon-tmco,20231016,0630,20231011,2,Semi Cama,Internet,Sitio Web
503149,3700,pcon-tmco,20231016,0630,20231012,3,Clas.Cort.,Internet,Boleteria
503150,4200,pcon-tmco,20231016,0630,20231007,1,Clas.Cort.,Internet,Sitio Web
503151,4200,pcon-tmco,20231016,0630,20231010,3,Clas.Cort.,Presencial,Boleteria
503152,4200,pcon-tmco,20231016,0630,20231015,3,Clas.Cort.,Internet,App Movil
503153,4700,pcon-tmco,20231016,0700,20231010,2,Salon Cama,Internet,App Movil
503154,4700,pcon-tmco,20231016,0700,20231014,2,Clas.Cort.,Presencial,App Movil
503155,4700,pcon-tmco,20231016,0700,20231002,3,Clas.Cort.,Internet,App Movil
503156,3700,pcon-tmco,20231016,0700,20231009,3,Semi Cama,Internet,Boleteria
503157,3700,pcon-tmco,20231016,0700,20231013,2,Clas.Cort.,Internet,Sitio Web
503158,4700,pcon-tmco,20231016,0700,20231016,3,Semi Cama,Presencial,Boleteria
503159,5200,pcon-tmco,20231016,0700,20231014,1,Clas.Cort.,Internet,App Movil
503160,3700,pcon-tmco,20231016,0700,20231013,3,Salon Cama,Internet,App Movil
503161,3700,pcon-tmco,20231016,0700,20231016,2,Clas.Cort.,Internet,App Movil
503162,5200,pcon-tmco,20231016,0700,20231009,2,Semi Cama,Internet,Sitio Web
503163,3700,pcon-tmco,20231016,0700,20231013,3,Semi Cama,Internet,App Movil
503164,4200,pcon-tmco,20231016,0700,20231016,1,Salon Cama,Presencial,Boleteria
503165,4200,pcon-tmco,20231016,0700,20231016,1,Semi Cama,Presencial,Sitio Web
503166,3700,pcon-tmco,20231016,0930,20231013,2,Semi Cama,Presencial,Boleteria
503167,5200,pcon-tmco,20231016,0930,20231016,3,Clas.Cort.,Presencial,Sitio Web
503168,3700,pcon-tmco,20231016,0930,20231014,1,Semi Cama,Internet,Boleteria
503169,5200,pcon-tmco,20231016,0930,20231007,1,Salon Cama,Presencial,App Movil
503170,4200,pcon-tmco,20231016,0930,20231015,2,Clas.Cort.,Presencial,Sitio Web
503171,5200,pcon-tmco,20231016,0930,20231005,2,Semi Cama,Internet,App Movil
503172,4700,pcon-tmco,20231016,0930,20231011,3,Semi Cama,Internet,App Movil
503173,4200,pcon-tmco,20231016,0930,20231006,2,Semi Cama,Internet,Sitio Web
503174,3700,pcon-tmco,20231016,0930,20231016,3,Clas.Cort.,Presencial,Sitio Web
503175,4700,pcon-tmco,20231016,0930,20231014,3,Salon Cama,Internet,App Movil
503176,3700,pcon-tmco,20231016,0930,20231016,3,Salon Cama,Internet,Sitio Web
503177,4200,pcon-tmco,20231016,0930,20231002,1,Semi Cama,Presencial,Boleteria
503178,4200,pcon-tmco,20231016,0930,20231013,1,Salon Cama,Presencial,App Movil
503179,5200,pcon-tmco,20231016,0930,20231015,2,Salon Cama,Presencial,App Movil
503180,3700,pcon-tmco,20231016,0930,20231006,3,Semi Cama,Internet,App Movil
503181,5200,pcon-tmco,20231016,0930,20230924,3,Clas.Cort.,Internet,Sitio Web
503182,3700,pcon-tmco,20231016,0930,20230924,1,Salon Cama,Presencial,Boleteria
503183,4700,pcon-tmco,20231016,0930,20231012,3,Salon Cama,Presencial,Boleteria
503184,5200,pcon-tmco,20231016,0930,20231015,3,Salon Cama,Internet,Boleteria
503185,4700,pcon-tmco,20231016,1300,20231010,2,Clas.Cort.,Internet,App Movil
503186,5200,pcon-tmco,20231016,1300,20231006,2,Semi Cama,Internet,App Movil
503187,3700,pcon-tmco,20231016,1300,20231002,1,Clas.Cort.,Presencial,Sitio Web
503188,3700,pcon-tmco,20231016,1300,20230917,2,Salon Cama,Presencial,App Movil
503189,5200,pcon-tmco,20231016,1300,20231003,1,Semi Cama,Presencial,Sitio Web
503190,5200,pcon-tmco,20231016,1300,20231015,3,Salon Cama,Presencial,App Movil
503191,4700,pcon-tmco,20231016,1300,20231012,3,Salon Cama,Presencial,Boleteria
503192,3700,pcon-tmco,20231016,1300,20231016,1,Salon Cama,Presencial,Sitio Web
503193,5200,pcon-tmco,20231016,1300,20231008,1,Salon Cama,Internet,Boleteria
503194,4700,pcon-tmco,20231016,1300,20231013,1,Clas.Cort.,Presencial,App Movil
503195,3700,pcon-tmco,20231016,1300,20231010,2,Semi Cama,Internet,Sitio Web
503196,4200,pcon-tmco,20231016,1300,20231008,3,Semi Cama,Internet,Boleteria
503197,3700,pcon-tmco,20231016,1300,20231016,2,Semi Cama,Internet,App Movil
503198,4200,pcon-tmco,20231016,1730,20231013,2,Semi Cama,Internet,App Movil
503199,4200,pcon-tmco,20231016,1730,20231012,1,Salon Cama,Internet,Boleteria
503200,3700,pcon-tmco,20231016,1730,20231016,3,Salon Cama,Internet,App Movil
503201,5200,pcon-tmco,20231016,1730,20231001,2,Clas.Cort.,Internet,Boleteria
503202,5200,pcon-tmco,20231016,1730,20231011,1,Semi Cama,Internet,Sitio Web
503203,3700,pcon-tmco,20231016,1730,20231009,3,Semi Cama,Presencial,App Movil
503204,4700,pcon-tmco,20231016,1730,20231014,2,Clas.Cort.,Presencial,Boleteria
503205,4700,pcon-tmco,20231016,1730,20231016,1,Salon Cama,Presencial,Sitio Web
503206,3700,pcon-tmco,20231016,1730,20231013,3,Semi Cama,Presencial,Boleteria
503207,4200,pcon-tmco,20231016,1730,20231008,3,Semi Cama,Internet,Boleteria
503208,4700,pcon-tmco,20231016,1730,20231015,2,Salon Cama,Internet,Sitio Web
503209,4700,pcon-tmco,20231016,1730,20231009,2,Salon Cama,Internet,Boleteria
503210,5200,pcon-tmco,20231016,1730,20231015,2,Salon Cama,Presencial,Boleteria
503211,4700,pcon-tmco,20231016,1730,20231016,3,Salon Cama,Presencial,Boleteria
503212,4700,pcon-tmco,20231016,1730,20231012,1,Clas.Cort.,Internet,Boleteria
503213,4200,pcon-tmco,20231016,1730,20231010,2,Semi Cama,Presencial,App Movil
503214,4700,pcon-tmco,20231016,1730,20231014,3,Salon Cama,Internet,Boleteria
503215,4700,pcon-tmco,20231016,1730,20231006,3,Salon Cama,Presencial,Sitio Web
503216,4200,pcon-tmco,20231016,1730,20231014,3,Salon Cama,Internet,Sitio Web
503217,4200,pcon-tmco,20231016,1900,20231014,2,Semi Cama,Presencial,Boleteria
503218,3700,pcon-tmco,20231016,1900,20231014,2,Semi Cama,Presencial,App Movil
503219,5200,pcon-tmco,20231016,1900,20231010,3,Clas.Cort.,Internet,Sitio Web
503220,5200,pcon-tmco,20231016,1900,20231016,3,Salon Cama,Internet,Sitio Web
503221,5200,pcon-tmco,20231016,1900,20230923,1,Clas.Cort.,Internet,App Movil
503222,3700,pcon-tmco,20231016,1900,20231015,2,Salon Cama,Internet,Sitio Web
503223,5200,pcon-tmco,20231016,1900,20231004,2,Clas.Cort.,Internet,App Movil
503224,4200,pcon-tmco,20231016,1900,20231016,1,Clas.Cort.,Presencial,Sitio Web
503225,3700,pcon-tmco,20231016,1900,20231013,2,Clas.Cort.,Internet,Boleteria
503226,4700,pcon-tmco,20231016,1900,20231009,3,Salon Cama,Presencial,App Movil
503227,4500,tmco-pcon,20231017,0630,20231013,3,Semi Cama,Internet,Boleteria
503228,4500,tmco-pcon,20231017,0630,20231017,1,Semi Cama,Internet,Boleteria
503229,4500,tmco-pcon,20231017,0630,20231017,1,Semi Cama,Internet,Boleteria
503230,5500,tmco-pcon,20231017,0630,20231013,1,Salon Cama,Presencial,Boleteria
503231,4000,tmco-pcon,20231017,0630,20231014,1,Salon Cama,Presencial,App Movil
503232,5000,tmco-pcon,20231017,0630,20231006,2,Clas.Cort.,Presencial,App Movil
503233,4500,tmco-pcon,20231017,0630,20231015,1,Semi Cama,Internet,Sitio Web
503234,4000,tmco-pcon,20231017,0630,20231015,2,Semi Cama,Presencial,App Movil
503235,5500,tmco-pcon,20231017,0630,20231015,2,Clas.Cort.,Internet,Boleteria
503236,4500,tmco-pcon,20231017,0630,20231010,1,Salon Cama,Internet,App Movil
503237,5000,tmco-pcon,20231017,0630,20231004,1,Salon Cama,Internet,Sitio Web
503238,4000,tmco-pcon,20231017,0630,20231013,2,Clas.Cort.,Internet,App Movil
503239,4500,tmco-pcon,20231017,0630,20231006,1,Semi Cama,Internet,Boleteria
503240,4500,tmco-pcon,20231017,0630,20231011,1,Salon Cama,Internet,Sitio Web
503241,4000,tmco-pcon,20231017,0700,20231017,3,Semi Cama,Internet,Sitio Web
503242,5000,tmco-pcon,20231017,0700,20231011,2,Semi Cama,Presencial,Boleteria
503243,4000,tmco-pcon,20231017,0700,20231014,2,Clas.Cort.,Internet,App Movil
503244,5500,tmco-pcon,20231017,0700,20231012,3,Salon Cama,Internet,Boleteria
503245,5000,tmco-pcon,20231017,0700,20231015,2,Semi Cama,Presencial,App Movil
503246,4000,tmco-pcon,20231017,0700,20231016,1,Salon Cama,Internet,App Movil
503247,4000,tmco-pcon,20231017,0930,20231003,2,Salon Cama,Internet,Boleteria
503248,4500,tmco-pcon,20231017,0930,20231011,3,Clas.Cort.,Internet,Sitio Web
503249,4500,tmco-pcon,20231017,0930,20231017,1,Clas.Cort.,Presencial,App Movil
503250,5000,tmco-pcon,20231017,0930,20231006,2,Salon Cama,Presencial,Boleteria
503251,4500,tmco-pcon,20231017,0930,20231006,3,Salon Cama,Internet,App Movil
503252,5000,tmco-pcon,20231017,0930,20231017,1,Salon Cama,Internet,Boleteria
503253,5500,tmco-pcon,20231017,0930,20231009,3,Clas.Cort.,Presencial,Sitio Web
503254,5500,tmco-pcon,20231017,0930,20231012,2,Clas.Cort.,Internet,App Movil
503255,4000,tmco-pcon,20231017,0930,20231015,2,Salon Cama,Presencial,Sitio Web
503256,4500,tmco-pcon,20231017,0930,20231016,1,Clas.Cort.,Internet,Sitio Web
503257,4500,tmco-pcon,20231017,0930,20231011,1,Semi Cama,Internet,App Movil
503258,4000,tmco-pcon,20231017,0930,20231007,1,Salon Cama,Internet,App Movil
503259,4000,tmco-pcon,20231017,0930,20231017,3,Clas.Cort.,Presencial,Boleteria
503260,5500,tmco-pcon,20231017,0930,20231017,3,Clas.Cort.,Presencial,Boleteria
503261,5000,tmco-pcon,20231017,0930,20231016,1,Semi Cama,Presencial,App Movil
503262,5000,tmco-pcon,20231017,0930,20231017,3,Clas.Cort.,Presencial,Boleteria
503263,5500,tmco-pcon,20231017,1300,20231016,2,Salon Cama,Internet,Boleteria
503264,4500,tmco-pcon,20231017,1300,20231009,3,Clas.Cort.,Presencial,App Movil
503265,4000,tmco-pcon,20231017,1300,20231017,3,Clas.Cort.,Presencial,Sitio Web
503266,5500,tmco-pcon,20231017,1300,20231003,3,Salon Cama,Internet,Sitio Web
503267,4500,tmco-pcon,20231017,1300,20231009,3,Clas.Cort.,Presencial,Sitio Web
503268,5000,tmco-pcon,20231017,1300,20231017,1,Clas.Cort.,Presencial,App Movil
503269,5500,tmco-pcon,20231017,1300,20231015,2,Salon Cama,Internet,App Movil
503270,5000,tmco-pcon,20231017,1300,20231015,3,Clas.Cort.,Presencial,App Movil
503271,4000,tmco-pcon,20231017,1730,20231004,2,Semi Cama,Internet,Boleteria
503272,4000,tmco-pcon,20231017,1730,20231013,1,Semi Cama,Presencial,App Movil
503273,5500,tmco-pcon,20231017,1730,20231012,3,Semi Cama,Presencial,Boleteria
503274,4500,tmco-pcon,20231017,1730,20231012,1,Clas.Cort.,Internet,Sitio Web
503275,4000,tmco-pcon,20231017,1730,20231009,3,Salon Cama,Internet,Boleteria
503276,5000,tmco-pcon,20231017,1730,20231017,2,Clas.Cort.,Internet,Boleteria
503277,4000,tmco-pcon,20231017,1730,20231004,3,Salon Cama,Presencial,Boleteria
503278,4000,tmco-pcon,20231017,1730,20231014,3,Clas.Cort.,Internet,Sitio Web
503279,5000,tmco-pcon,20231017,1730,20231016,3,Semi Cama,Internet,Sitio Web
503280,5500,tmco-pcon,20231017,1730,20231015,2,Salon Cama,Internet,Sitio Web
503281,4000,tmco-pcon,20231017,1730,20231013,1,Clas.Cort.,Internet,Boleteria
503282,5000,tmco-pcon,20231017,1730,20231011,2,Semi Cama,Internet,Boleteria
503283,5000,tmco-pcon,20231017,1730,20231017,2,Semi Cama,Presencial,App Movil
503284,5000,tmco-pcon,20231017,1730,20231013,1,Semi Cama,Presencial,App Movil
503285,5000,tmco-pcon,20231017,1730,20231016,3,Salon Cama,Internet,App Movil
503286,5500,tmco-pcon,20231017,1730,20231009,2,Semi Cama,Internet,App Movil
503287,5500,tmco-pcon,20231017,1730,20231017,1,Clas.Cort.,Presencial,Boleteria
503288,4500,tmco-pcon,20231017,1730,20231014,3,Salon Cama,Internet,Boleteria
503289,4500,tmco-pcon,20231017,1730,20231017,2,Clas.Cort.,Presencial,Boleteria
503290,4500,tmco-pcon,20231017,1900,20231011,2,Clas.Cort.,Presencial,App Movil
503291,5500,tmco-pcon,20231017,1900,20231008,3,Semi Cama,Presencial,Boleteria
503292,5500,tmco-pcon,20231017,1900,20231008,3,Salon Cama,Internet,Boleteria
503293,4000,tmco-pcon,20231017,1900,20231011,1,Clas.Cort.,Internet,App Movil
503294,5500,tmco-pcon,20231017,1900,20231012,1,Salon Cama,Presencial,Boleteria
503295,5000,tmco-pcon,20231017,1900,20231011,2,Clas.Cort.,Internet,App Movil
503296,4500,tmco-pcon,20231017,1900,20231015,3,Semi Cama,Internet,Boleteria
503297,3700,pcon-tmco,20231017,0630,20231007,3,Semi Cama,Internet,Boleteria
503298,4200,pcon-tmco,20231017,0630,20231013,1,Salon Cama,Presencial,Sitio Web
503299,5200,pcon-tmco,20231017,0630,20231015,2,Semi Cama,Presencial,App Movil
503300,5200,pcon-tmco,20231017,0630,20231015,1,Clas.Cort.,Internet,App Movil
503301,3700,pcon-tmco,20231017,0630,20231013,2,Salon Cama,Presencial,Sitio Web
503302,5200,pcon-tmco,20231017,0630,20231017,3,Semi Cama,Internet,Sitio Web
503303,3700,pcon-tmco,20231017,0630,20231016,3,Clas.Cort.,Presencial,Boleteria
503304,5200,pcon-tmco,20231017,0630,20231015,1,Semi Cama,Presencial,Sitio Web
503305,5200,pcon-tmco,20231017,0630,20231012,2,Clas.Cort.,Internet,App Movil
503306,4700,pcon-tmco,20231017,0630,20231014,1,Clas.Cort.,Internet,Boleteria
503307,3700,pcon-tmco,20231017,0630,20231012,2,Semi Cama,Internet,App Movil
503308,4200,pcon-tmco,20231017,0630,20231014,3,Salon Cama,Internet,App Movil
503309,4200,pcon-tmco,20231017,0700,20231013,2,Semi Cama,Internet,Boleteria
503310,4200,pcon-tmco,20231017,0700,20231016,3,Clas.Cort.,Internet,Boleteria
503311,5200,pcon-tmco,20231017,0700,20231016,2,Clas.Cort.,Internet,Boleteria
503312,3700,pcon-tmco,20231017,0700,20231010,1,Semi Cama,Internet,Sitio Web
503313,4700,pcon-tmco,20231017,0700,20231013,1,Salon Cama,Presencial,Sitio Web
503314,4700,pcon-tmco,20231017,0700,20231014,3,Salon Cama,Presencial,Boleteria
503315,3700,pcon-tmco,20231017,0700,20231013,3,Semi Cama,Presencial,App Movil
503316,4700,pcon-tmco,20231017,0700,20231009,2,Clas.Cort.,Internet,Sitio Web
503317,5200,pcon-tmco,20231017,0700,20231003,2,Salon Cama,Presencial,Boleteria
503318,3700,pcon-tmco,20231017,0930,20231015,1,Salon Cama,Presencial,App Movil
503319,4200,pcon-tmco,20231017,0930,20231013,1,Semi Cama,Presencial,Sitio Web
503320,3700,pcon-tmco,20231017,0930,20231017,1,Clas.Cort.,Presencial,Boleteria
503321,4200,pcon-tmco,20231017,0930,20231016,1,Clas.Cort.,Internet,App Movil
503322,3700,pcon-tmco,20231017,0930,20231016,2,Clas.Cort.,Presencial,Sitio Web
503323,4200,pcon-tmco,20231017,0930,20231015,1,Salon Cama,Presencial,Boleteria
503324,3700,pcon-tmco,20231017,0930,20231013,3,Semi Cama,Presencial,Sitio Web
503325,4200,pcon-tmco,20231017,0930,20231017,3,Clas.Cort.,Internet,Sitio Web
503326,4200,pcon-tmco,20231017,0930,20231016,2,Semi Cama,Internet,App Movil
503327,5200,pcon-tmco,20231017,0930,20231015,2,Semi Cama,Internet,Boleteria
503328,4200,pcon-tmco,20231017,0930,20231017,3,Clas.Cort.,Presencial,App Movil
503329,3700,pcon-tmco,20231017,0930,20231016,1,Salon Cama,Presencial,App Movil
503330,3700,pcon-tmco,20231017,0930,20231017,2,Semi Cama,Presencial,Boleteria
503331,4700,pcon-tmco,20231017,0930,20231005,1,Semi Cama,Presencial,App Movil
503332,3700,pcon-tmco,20231017,0930,20231009,1,Semi Cama,Internet,Sitio Web
503333,5200,pcon-tmco,20231017,0930,20231015,2,Semi Cama,Presencial,Sitio Web
503334,4200,pcon-tmco,20231017,0930,20231003,1,Salon Cama,Internet,Sitio Web
503335,5200,pcon-tmco,20231017,0930,20231017,3,Clas.Cort.,Internet,Sitio Web
503336,4700,pcon-tmco,20231017,0930,20231015,3,Semi Cama,Presencial,Sitio Web
503337,4200,pcon-tmco,20231017,0930,20231017,1,Semi Cama,Presencial,App Movil
503338,3700,pcon-tmco,20231017,1300,20231016,2,Clas.Cort.,Internet,Sitio Web
503339,5200,pcon-tmco,20231017,1300,20231013,3,Clas.Cort.,Presencial,Boleteria
503340,4700,pcon-tmco,20231017,1300,20231017,3,Semi Cama,Internet,App Movil
503341,4700,pcon-tmco,20231017,1300,20231014,2,Semi Cama,Presencial,Boleteria
503342,4700,pcon-tmco,20231017,1300,20231012,3,Semi Cama,Presencial,App Movil
503343,5200,pcon-tmco,20231017,1300,20231016,1,Clas.Cort.,Presencial,Sitio Web
503344,4200,pcon-tmco,20231017,1300,20231017,2,Salon Cama,Presencial,Sitio Web
503345,5200,pcon-tmco,20231017,1300,20231017,2,Clas.Cort.,Presencial,App Movil
503346,3700,pcon-tmco,20231017,1300,20231017,2,Clas.Cort.,Presencial,App Movil
503347,4700,pcon-tmco,20231017,1300,20231013,3,Salon Cama,Internet,Sitio Web
503348,5200,pcon-tmco,20231017,1300,20231001,2,Salon Cama,Presencial,Boleteria
503349,4200,pcon-tmco,20231017,1300,20231016,3,Semi Cama,Internet,Sitio Web
503350,4700,pcon-tmco,20231017,1730,20231015,3,Semi Cama,Presencial,App Movil
503351,5200,pcon-tmco,20231017,1730,20231017,2,Clas.Cort.,Presencial,Sitio Web
503352,4700,pcon-tmco,20231017,1730,20231002,1,Salon Cama,Presencial,Boleteria
503353,3700,pcon-tmco,20231017,1730,20231008,3,Salon Cama,Presencial,Sitio Web
503354,4700,pcon-tmco,20231017,1730,20231015,3,Semi Cama,Presencial,App Movil
503355,3700,pcon-tmco,20231017,1730,20231015,2,Semi Cama,Presencial,Boleteria
503356,3700,pcon-tmco,20231017,1730,20231011,3,Clas.Cort.,Internet,App Movil
503357,5200,pcon-tmco,20231017,1730,20231017,3,Semi Cama,Internet,Sitio Web
503358,4200,pcon-tmco,20231017,1730,20231016,2,Clas.Cort.,Presencial,App Movil
503359,5200,pcon-tmco,20231017,1730,20231017,2,Salon Cama,Internet,Sitio Web
503360,4700,pcon-tmco,20231017,1730,20231016,3,Semi Cama,Internet,Sitio Web
503361,4200,pcon-tmco,20231017,1730,20231010,3,Semi Cama,Internet,Sitio Web
503362,3700,pcon-tmco,20231017,1730,20231013,3,Clas.Cort.,Presencial,Sitio Web
503363,5200,pcon-tmco,20231017,1730,20231014,1,Salon Cama,Internet,App Movil
503364,4700,pcon-tmco,20231017,1730,20231013,2,Salon Cama,Presencial,App Movil
503365,3700,pcon-tmco,20231017,1730,20231017,1,Salon Cama,Internet,Sitio Web
503366,4200,pcon-tmco,20231017,1730,20231013,1,Clas.Cort.,Presencial,Boleteria
503367,5200,pcon-tmco,20231017,1900,20231017,1,Salon Cama,Presencial,Sitio Web
503368,4200,pcon-tmco,20231017,1900,20231017,1,Clas.Cort.,Internet,App Movil
503369,5200,pcon-tmco,20231017,1900,20231016,3,Salon Cama,Internet,Boleteria
503370,4700,pcon-tmco,20231017,1900,20231016,1,Clas.Cort.,Internet,Sitio Web
503371,5200,pcon-tmco,20231017,1900,20231017,1,Semi Cama,Internet,App Movil
503372,4200,pcon-tmco,20231017,1900,20231011,3,Salon Cama,Internet,Sitio Web
503373,4700,pcon-tmco,20231017,1900,20231015,3,Clas.Cort.,Internet,Sitio Web
503374,5200,pcon-tmco,20231017,1900,20231016,3,Clas.Cort.,Internet,Sitio Web
503375,4000,tmco-pcon,20231018,0630,20231012,1,Clas.Cort.,Presencial,Boleteria
503376,4000,tmco-pcon,20231018,0630,20231007,3,Clas.Cort.,Presencial,Boleteria
503377,5000,tmco-pcon,20231018,0630,20231004,3,Salon Cama,Presencial,Boleteria
503378,4500,tmco-pcon,20231018,0630,20231017,1,Semi Cama,Internet,App Movil
503379,5500,tmco-pcon,20231018,0630,20231017,2,Salon Cama,Presencial,App Movil
503380,5000,tmco-pcon,20231018,0630,20231017,1,Clas.Cort.,Presencial,App Movil
503381,4500,tmco-pcon,20231018,0630,20231013,3,Salon Cama,Internet,Sitio Web
503382,5000,tmco-pcon,20231018,0630,20231017,1,Salon Cama,Internet,App Movil
503383,4000,tmco-pcon,20231018,0630,20231018,2,Clas.Cort.,Internet,Boleteria
503384,4500,tmco-pcon,20231018,0630,20231016,1,Salon Cama,Internet,Sitio Web
503385,5500,tmco-pcon,20231018,0630,20231006,3,Clas.Cort.,Internet,Boleteria
503386,5500,tmco-pcon,20231018,0630,20231011,3,Clas.Cort.,Internet,App Movil
503387,5500,tmco-pcon,20231018,0630,20231010,1,Clas.Cort.,Internet,Sitio Web
503388,5000,tmco-pcon,20231018,0630,20231008,1,Semi Cama,Internet,Boleteria
503389,4000,tmco-pcon,20231018,0630,20231017,2,Clas.Cort.,Internet,Sitio Web
503390,5000,tmco-pcon,20231018,0700,20231018,3,Salon Cama,Presencial,Sitio Web
503391,4000,tmco-pcon,20231018,0700,20231014,2,Semi Cama,Internet,App Movil
503392,4000,tmco-pcon,20231018,0700,20231016,1,Salon Cama,Presencial,Sitio Web
503393,4500,tmco-pcon,20231018,0700,20231015,3,Clas.Cort.,Internet,App Movil
503394,4500,tmco-pcon,20231018,0700,20231010,2,Salon Cama,Presencial,Boleteria
503395,4500,tmco-pcon,20231018,0700,20231013,3,Salon Cama,Presencial,Boleteria
503396,5500,tmco-pcon,20231018,0930,20231006,3,Clas.Cort.,Presencial,Boleteria
503397,4500,tmco-pcon,20231018,0930,20231013,2,Clas.Cort.,Internet,Boleteria
503398,5000,tmco-pcon,20231018,0930,20231016,3,Semi Cama,Presencial,Sitio Web
